PDB_ID,Model_ID,TM_Score
8BM6,8BM6_2,0.49871
7UME,7UME_2,0.76751
7UME,7UME_4,0.80013
7UME,7UME_1,0.74248
7UME,7UME_5,0.73796
7UME,7UME_3,0.70666
R1242,R1242_1,0.18560
R1242,R1242_3,0.18116
R1242,R1242_5,0.21513
R1242,R1242_2,0.19294
R1242,R1242_4,0.20435
8TNS,8TNS_4,0.39313
8TNS,8TNS_1,0.36533
8TNS,8TNS_5,0.42376
8TNS,8TNS_3,0.34712
8TNS,8TNS_2,0.48584
9BUN,9BUN_3,0.54845
9BUN,9BUN_4,0.54920
9BUN,9BUN_1,0.57752
9BUN,9BUN_2,0.56140
9BUN,9BUN_5,0.56027
R1250,R1250_1,0.10781
R1250,R1250_2,0.08645
R1250,R1250_4,0.09252
R1250,R1250_3,0.08511
R1250,R1250_5,0.10878
8BWT,8BWT_1,0.68631
8BWT,8BWT_3,0.74556
8BWT,8BWT_2,0.75808
8BWT,8BWT_5,0.72862
8BWT,8BWT_4,0.72608
R1252,R1252_3,0.11299
R1252,R1252_2,0.12107
R1252,R1252_5,0.08371
R1252,R1252_1,0.09635
R1252,R1252_4,0.10416
R1203,R1203_2,0.53744
R1203,R1203_4,0.51434
R1203,R1203_3,0.57332
R1203,R1203_1,0.56328
R1203,R1203_5,0.50430
R1251,R1251_5,0.07012
R1251,R1251_2,0.06763
R1251,R1251_3,0.07319
R1251,R1251_4,0.07331
R1251,R1251_1,0.08351
R1283v1,R1283v1_4,0.16035
R1283v1,R1283v1_5,0.12396
R1283v1,R1283v1_3,0.15591
R1283v1,R1283v1_2,0.14982
R1283v1,R1283v1_1,0.13786
R1264,R1264_3,0.44479
R1264,R1264_1,0.50306
R1264,R1264_5,0.46635
R1264,R1264_2,0.42915
R1264,R1264_4,0.44556
8I44,8I44_3,0.54076
8I44,8I44_5,0.54096
8I44,8I44_2,0.54135
8I44,8I44_1,0.54199
8I44,8I44_4,0.54671
R1212,R1212_1,0.28221
R1212,R1212_4,0.30335
R1212,R1212_3,0.23956
R1212,R1212_5,0.21526
R1212,R1212_2,0.25290
R1256,R1256_5,0.27114
R1256,R1256_1,0.32533
R1256,R1256_3,0.31986
R1256,R1256_2,0.29351
R1256,R1256_4,0.37143
R1281,R1281_4,0.06228
R1281,R1281_1,0.07301
R1281,R1281_5,0.07070
R1281,R1281_2,0.06210
R1281,R1281_3,0.06240
8CQ1,8CQ1_5,0.82257
8CQ1,8CQ1_3,0.80793
8CQ1,8CQ1_1,0.81374
8CQ1,8CQ1_2,0.81157
8CQ1,8CQ1_4,0.80826
8JHP,8JHP_5,0.61540
8JHP,8JHP_1,0.60481
8JHP,8JHP_3,0.61474
8JHP,8JHP_4,0.61412
8JHP,8JHP_2,0.61403
7UCR,7UCR_3,0.99369
7UCR,7UCR_4,0.98861
7UCR,7UCR_2,0.99443
7UCR,7UCR_1,0.99203
7UCR,7UCR_5,0.99070
R1254,R1254_3,0.16160
R1254,R1254_5,0.14433
R1254,R1254_4,0.19672
R1254,R1254_1,0.19353
R1254,R1254_2,0.16120
R1286,R1286_1,0.09960
R1286,R1286_3,0.13385
R1286,R1286_5,0.10237
R1286,R1286_4,0.13441
R1286,R1286_2,0.13293
R1211,R1211_5,0.47352
R1211,R1211_3,0.64885
R1211,R1211_2,0.63085
R1211,R1211_4,0.46217
R1211,R1211_1,0.65569
8FCS,8FCS_5,0.58711
8FCS,8FCS_2,0.55763
8FCS,8FCS_1,0.52396
8FCS,8FCS_4,0.51786
8FCS,8FCS_3,0.61212
8VT5,8VT5_5,0.55338
8VT5,8VT5_3,0.59311
8VT5,8VT5_2,0.52258
8VT5,8VT5_4,0.57075
8VT5,8VT5_1,0.58877
